Omega	Omega_uncer	MA1	MS1	alpha	svev
0.458645	0.00703007	600.52	62.1299	-0.519661	272.467
0.0109998	0.000491575	879	715.803	-0.277281	718.245
1.54372	0.0263907	741.764	168.122	-1.49108	365.676
0.0731999	0.00169728	659.236	339.697	-0.766379	865.162
0.50383	0.0164607	485.143	207.048	0.357936	684.01
0.000614829	4.56198e-05	556.885	649.038	-0.475151	400.04
0.011706	0.000488069	919.691	420.237	-1.21541	252.916
3.56716	0.0214001	617.233	56.8242	0.541967	736.108
4.57616e-05	3.7886e-06	68.9541	702.557	-0.810692	8.09318
4.41287	0.0935994	468.36	66.8554	1.38912	654.034
0.00367818	0.00010358	184.977	799.315	-0.837328	967.578
0.0230998	0.00111479	189.012	205.897	1.027	490.035
2.05448e-05	9.46131e-07	362.945	806.249	0.433382	441.397
0.571818	0.00851183	505.288	264.986	1.29095	986.718
9.96848e-07	1.50932e-06	635.223	733.9	-0.0873393	25.0213
0.0143284	0.000719462	740.725	186.632	-0.689558	145.568
0.517833	0.00855388	839.189	208.529	0.906449	522.933
0.000822801	2.55149e-05	225.384	678.424	-0.497249	730.973
5.26022	0.0760538	527.739	108.244	-0.487431	575.616
7.41006e-06	2.88812e-07	264.141	601.328	0.582071	172.577
0.010465	0.00103984	457.577	328.94	0.269079	323.906
0.0293135	0.000720761	543.926	518.556	1.44117	497.076
2.25607e-05	1.73227e-06	302.456	568.086	-0.945451	431.507
3.45627	0.0503983	704.717	51.8143	-1.42007	480.081
0.00147032	3.98809e-05	210.343	560.492	0.327795	836.674
0.000298344	1.73603e-05	288.916	519.127	-0.398888	946.115
0.000302439	3.02875e-05	577.371	850.662	0.930804	718.158
0.000148461	1.55419e-05	501.99	774.313	1.01757	482.082
0.0199416	0.000554029	153.253	865.512	1.42966	410.143
0.0274794	0.000782231	434.068	360.277	0.513749	913.901
0.110575	0.0022231	878.363	357.931	0.651092	862.722
0.000437385	2.47899e-05	359.745	582.564	0.464539	755.472
0.0716134	0.00364567	193.056	228.442	0.0701205	252.955
0.0274317	0.000758218	697.569	601.903	-0.237459	895.455
6.12246e-05	8.04562e-06	502.565	682.036	-0.611076	221.478
0.0135638	0.000737064	506.348	535.048	-1.55489	130.261
8.00805e-05	9.70842e-06	450.56	836.556	0.38258	960.177
0.0309715	0.00220104	246.834	183.106	1.16807	286.025
0.0241475	0.000746247	491.037	350.857	-1.13378	579.479
14.2673	0.0900371	883.422	85.2644	1.04993	787.188
0.0140115	0.000455348	263.706	276.685	-1.30384	357.166
0.0197661	0.000628385	828.588	707.08	1.43562	509.881
0.00169525	0.000113361	439.115	402.665	-0.414853	263.198
0.149265	0.00300937	887.713	349.832	1.38043	373.637
0.000822384	2.66943e-05	236.389	811.844	-0.389998	561.622
0.000860316	0.000103096	944.95	794.055	-0.233097	248.421
0.00430341	0.000217411	194.912	366.697	-0.0489157	565.346
0.000190523	1.38487e-05	401.962	657.638	-1.29736	319.313
0.000251727	4.88916e-05	884.323	663.263	0.403757	172.841
3.29808e-05	3.51959e-06	420.343	813.157	0.917733	585.906
2.31233e-06	1.72394e-07	265.822	529.773	1.08021	160.911
0.0984827	0.00216027	829.606	359.986	-1.03486	783.463
0.0034971	9.78449e-05	221.83	764.711	-1.34043	546.908
3.33633	0.0533131	608.766	107.637	-0.988623	499.631
7.19797e-05	5.0699e-06	424.334	939.536	0.885504	670.071
9.2443	0.0506985	647.174	86.8241	0.964453	869.034
4.55546	0.0272015	700.087	68.9056	0.284478	436.079
0.00571617	0.000298266	832.062	538.472	-1.15042	383.293
0.0357689	0.000754311	118.246	734.809	-1.22912	977.675
0.00633138	0.000180467	144.796	793.229	1.38876	280.076
7.53369e-08	4.80068e-07	607.94	513.062	-0.640096	16.3684
0.352432	0.00793839	570.699	186.174	-0.814349	482.081
6.00677e-06	1.9181e-06	175.709	852.397	1.55346	23.6267
0.442375	0.00688983	889.221	263.291	0.952542	801.674
0.000117118	4.64318e-06	282.197	748.788	0.486276	394.362
0.000220292	9.22262e-06	337.26	739.625	-1.17196	788.809
0.00088223	9.76574e-05	524.435	513.562	-0.329846	236.479
0.00214041	0.00012911	356.791	367.203	0.416193	337.726
0.78706	0.0122252	830.265	419.263	1.44768	928.801
0.00794489	0.00105996	555.437	251.822	-0.171169	202.395
0.000505815	2.39438e-05	154.218	267.324	0.632318	440.556
0.00069387	4.3985e-05	480.615	858.409	-1.41917	504.972
0.00811012	0.000356063	657.197	492.484	0.742853	703.349
8.17191	0.750646	282.11	139.213	1.55145	863.548
0.0003424	3.50639e-05	602.776	703.321	0.895508	389.46
0.0140965	0.00031303	120.523	361.631	1.42966	418.11
33.8431	0.317028	730.894	155.735	1.39901	915.971
1.51197e-05	8.54288e-07	357.557	797.748	-0.571313	391.444
0.000902919	8.78827e-06	115.072	521.506	-0.133431	20.3993
0.177186	0.0173947	429.915	237.96	0.159476	506.287
0.293325	0.00696067	680.445	185.569	-1.26672	287.933
5.0286e-05	3.37228e-06	274.782	481.533	1.44009	91.5422
0.154016	0.00410801	234.854	194.873	1.14339	743.699
0.000659725	4.67219e-05	506.504	711.423	-0.679363	819.208
0.000594962	7.19336e-05	817.158	607.916	-0.74212	229.843
0.000843211	4.88932e-05	455.664	591.206	-0.960928	582.339
1.15963	0.0378081	162.712	191.703	0.0723806	652.003
0.000151282	5.87689e-05	379.663	374.92	0.148795	74.7285
0.00294519	0.000136634	510.489	711.308	-1.36098	644.51
1.40945e-07	1.20912e-08	242.841	741.76	0.82125	26.1549
0.061827	0.0033404	886.633	449.953	-0.252392	625.74
0.00671506	0.000178796	211.376	889.237	-0.198488	703.71
1.09505	0.0133894	547.153	304.265	-1.4712	700.895
0.17157	0.00364362	845.471	839.737	-1.56096	226.605
2.95327	0.0279757	81.4397	589.975	-1.54223	526.643
0.669738	0.0169122	914.895	230.548	-0.310309	556.898
0.038811	0.00556526	891.856	493.873	-0.0859271	468.544
8.16985e-05	3.79537e-06	285.633	823.483	-1.10061	234.826
0.012782	0.000406563	323.436	295.465	-0.969472	569.756
0.0891738	0.0023954	234.701	345.94	-0.0530167	628.598
0.000491905	4.49851e-05	600.204	716.593	0.809325	515.313
0.764611	0.0763268	606.33	308.224	-0.0150961	760.985
8.17823	0.080282	848.199	104.667	0.480905	504.782
8.36142e-07	7.37905e-08	285.215	520.083	1.0929	55.2481
0.00436444	0.000233034	63.9559	549.132	-0.952699	321.21
7.9206e-06	9.3366e-07	422.615	874.162	-0.699566	347.064
0.411167	0.0641291	219.627	137.26	0.684346	469.26
3.14926e-05	3.69686e-06	433.199	694.208	-0.333957	201.757
9.54136e-05	9.04313e-06	460.801	870.854	-1.4542	152.163
0.681246	0.0720781	229.078	82.9371	-1.33647	532.778
0.0213821	0.000526723	137.604	753.772	-1.30105	727.938
0.0628646	0.00159874	323.855	278.847	-0.443942	933.811
0.000692604	6.53235e-05	777.979	861.661	-0.566148	555.88
10.1073	0.0919278	785.823	109.256	-0.870593	597.514
7.57901	1.41677	196.515	177.507	-1.55177	940.775
0.00697925	0.000666501	821.714	545.961	0.278257	400.354
0.377694	0.0100985	466.815	192.198	-0.584633	626.061
0.115542	0.0147689	225.135	154.544	0.509265	389.106
0.0053042	0.000271143	858.316	663.541	-0.653664	748.219
0.508565	0.00843266	892.388	235.451	-0.934901	650.971
0.10727	0.00451875	147.112	157.381	0.769225	522.679
0.0142041	0.000350088	216.636	867.605	1.3367	967.766
0.0203884	0.000416957	95.1112	348.164	-0.477691	931.608
0.049741	0.00127761	844.125	555.985	1.28046	936.581
0.00048933	5.40229e-05	698.182	598.986	-0.485409	222.268
6.7758e-08	9.00466e-07	703.53	730.005	1.30312	8.58584
4.68016e-06	1.00972e-06	443.545	821.615	0.390416	207.522
0.0143962	0.000330081	107.066	363.997	-0.398169	826.858
0.00948744	0.000622336	471.378	127.26	-1.03261	118.993
0.0517158	0.00135908	944.865	75.4985	0.48176	97.6954
3.80177e-10	1.47834e-10	373.662	894.032	-1.43125	2.2939
0.632097	0.0108337	500.016	206.142	-0.810574	952.05
0.00416868	0.00022557	755.128	585.562	-0.878953	587.888
0.0105358	0.00622988	365.567	357.571	0.0302219	135.882
5.45191e-05	2.33627e-06	229.186	914.52	0.904471	134.759
0.000658899	3.53249e-05	328.517	301.345	-0.746124	162
0.000340316	2.10986e-05	378.605	527.542	0.8723	434.376
0.00564707	0.000293292	553.041	439.075	-0.441674	431.58
0.0108308	0.000335341	383.107	370.247	1.31494	404.425
5.48349e-05	8.8565e-06	526.39	723.219	1.16282	161.385
0.000261171	3.94209e-05	358.781	252.837	-0.588114	91.2674
0.000161627	2.01417e-05	560.408	910.679	0.608587	822.595
0.00254649	0.000184363	875.2	628.504	0.83634	482.14
3.74e-06	6.46741e-06	879.849	466.274	-0.859689	29.688
3.1692e-09	2.63802e-06	943.816	441.522	-0.668623	5.01001
34.4242	0.216431	830.598	95.3693	0.16356	646.935
0.000208637	1.52132e-05	415.617	618.05	-0.824826	471.151
0.00339264	0.000268249	391.269	228.15	1.36836	108.48
0.164006	0.00746908	430.987	113.7	0.698304	249.112
18.7635	0.0337658	74.3793	857.856	1.54076	416.58
0.00473355	0.000195235	536.36	756.834	1.39479	756.898
0.00495781	0.00114323	273.108	206.909	-0.117955	171.159
0.0193659	0.000628129	598.431	406.586	-0.813587	749.875
0.66063	0.0802902	451.955	287.341	-0.0732039	793.297
0.00289375	0.000171557	855.391	789.562	1.10853	714.434
0.282457	0.0072872	67.7122	83.1023	-0.709792	788.632
0.0173913	0.000365153	146.802	421.106	-0.179072	996.347
0.056164	0.00199963	328.962	221.084	-1.14779	434.006
0.00174173	0.000130131	927.919	274.056	1.10068	79.5438
0.358325	0.0138755	430.965	106.192	-0.86908	313.498
0.400303	0.00892692	462.778	281.732	-1.46819	464.926
0.191211	0.00318671	519.073	251.158	1.27316	509.851
0.0576943	0.00104355	90.7198	541.883	-0.26367	758.358
0.00890762	0.000311446	574.985	667.833	-1.36683	690.447
0.00290644	8.55377e-05	138.939	897.227	0.599649	508.416
0.0096903	0.00027453	168.311	863.728	-0.286582	825.695
0.000427322	1.48113e-05	187.785	564.752	-1.23489	259.876
0.000551855	4.95677e-05	620.944	765.208	0.239981	330.955
0.0710824	0.00176387	96.9405	156.57	-1.27855	609.441
8.18454e-06	5.937e-07	357.728	730.759	0.230431	998.285
1.11919e-05	6.96729e-07	322.642	661.601	-0.354484	989.43
0.000193884	9.64159e-06	379.434	914.011	1.21344	452.636
0.126512	0.0111516	861.238	412.381	-0.110401	577.549
6.80284	0.332669	326.11	169.495	-1.46765	873.763
0.00042526	0.000222395	684.246	473.036	-0.126032	140.615
8.05428e-07	5.94095e-08	288.244	630.789	-0.505481	37.2348
0.00847777	0.000460994	737.359	437.367	-0.575315	432.693
0.00593634	0.000160189	218.126	841.676	-1.23888	890.33
0.00919304	0.000350957	553.277	900.414	-0.0322277	493.324
0.00166662	0.000109242	864.426	907.807	1.33591	376.617
0.00873016	0.000350811	370.188	287.356	0.962249	390.703
8.27054e-05	4.36138e-06	406.851	930.993	0.510677	839.287
0.00703766	0.00049247	454.028	192.836	-1.25281	123.314
0.000373355	4.4775e-05	773.626	835.2	0.671156	440.879
3.15897e-05	2.08832e-06	322.566	878.654	0.212878	31.4766
3.08961	0.0906602	770.33	199.607	-0.03249	673.74
0.00170144	3.34911e-05	150.021	369.854	-0.441195	979.42
0.000949076	4.00682e-05	327.66	657.401	-1.52037	285.513
0.00925752	0.000382652	894.757	645.325	0.51609	822.523
0.00296476	0.000220509	626.317	454.339	-0.517985	327.503
0.000589712	4.83654e-05	597.176	838.993	-1.29034	436.903
0.00454745	0.000205999	724.192	800.074	-0.276455	803.106
0.0584099	0.00131315	728.729	637.859	-1.40758	979.783
0.0302022	0.00290769	787.465	518.911	0.171247	542.07
4.68077	0.0343655	838.764	228.983	1.35258	914.159
0.00518445	0.000248805	836.385	742.045	-0.989865	946.646
0.402167	0.00627104	437.37	208.42	0.981371	849.343
0.000893293	6.71052e-05	612.76	575.455	-1.34849	148.353
3.08456e-06	6.54179e-07	464.448	916.65	-0.837983	160.876
0.00434927	0.000230717	766.725	612.523	-0.912317	645.618
0.000226665	8.10203e-06	300.382	772.85	0.158662	262.293
0.00381257	0.000362786	341.76	67.1773	-1.26415	105.908
7.80824e-08	6.87298e-09	246.161	927.268	-0.940647	29.1207
0.189008	0.00368478	719.313	261.223	-1.28266	386.114
6.45282	0.0862861	419.643	96.4377	-1.02387	904.193
0.0341717	0.000976729	621.893	414.402	-1.45769	245.61
7.53269e-05	4.46801e-06	381.052	873.075	-1.26941	269.995
0.000762494	5.22975e-05	535.598	560.38	-1.05496	306.23
6.17792e-05	4.38729e-06	383.23	787.742	0.99826	714.985
0.00137633	9.77914e-05	804.919	899.162	0.610833	915.449
1.8218	0.0195777	876.43	302.464	-1.39249	895.122
0.0480856	0.00175781	513.687	97.3125	0.508736	149.324
9.95073	0.976652	143.75	122.794	1.33807	836.191
0.170549	0.00298966	487.195	258.071	0.752737	961.963
0.214115	0.00695439	181.145	176.966	1.11089	835.703
3.37836e-08	6.60477e-07	687.347	709.254	0.582046	18.7868
0.0239253	0.00070467	546.996	426.552	-1.32444	503.524
0.000272532	1.87475e-05	375.714	651.083	-0.342383	773.08
0.00364059	0.000238698	903.547	586.619	-0.690649	448.324
0.026794	0.000755148	633.932	750.31	-0.114373	942.153
0.0160737	0.000518953	823.104	366.297	0.79476	390.127
0.0213769	0.000967536	574.368	345.31	-0.487649	493.091
0.00572697	0.000346536	472.276	244.571	0.717376	199.187
0.000648161	6.27994e-05	903.825	874.981	-1.01361	414.205
0.695108	0.0227337	351.533	75.7673	0.00286288	256.522
0.0710994	0.00146132	676.85	355.729	0.61871	892.036
0.00345554	0.000190907	892.348	877.277	0.455174	977.124
0.000128412	6.27086e-05	677.587	498.197	0.266268	109.372
0.00214034	0.000307171	814.494	797.288	0.176942	338.398
4.48106	0.775755	192.597	139.536	-0.213415	901.198
2.15038e-05	1.58497e-06	334.106	566.631	0.400984	161.255
8.68509	0.0871999	491.612	104.696	-0.740261	805.191
0.00823232	0.000207371	130.463	641.486	1.02327	765.513
0.0108283	0.000462355	947.215	499.784	0.898192	523.136
0.00376947	0.000158008	427.06	535.343	1.35983	431.359
0.0251987	0.000510272	83.5396	819.806	-1.20551	518.086
0.00935061	0.000366007	667.093	566.326	1.21487	672.924
0.00263392	0.000180958	655.862	481.269	1.08102	319.453
0.413535	0.00542184	97.8995	299.06	1.53578	472.266
0.659224	0.0158463	353.756	66.6497	0.137922	253.968
0.000574307	5.16656e-05	658.135	853.05	-0.22962	370.249
2.66814e-05	2.80115e-06	402.833	629.243	0.542274	213.6
0.24495	0.0121901	214.585	160.757	0.977012	605.854
0.0160127	0.000601214	930.562	589.877	-0.87921	927.339
1.04682e-06	4.33861e-08	206.203	433.053	0.515415	107.736
0.000723531	6.69724e-05	864.321	931.91	1.08931	508.654
7.12067	0.665408	280.97	129.932	1.43892	835.757
0.00565646	0.000159181	146.582	834.389	0.295749	502.423
6.28739e-06	6.35886e-06	737.439	260.476	0.88913	22.0284
4.32918	0.0534032	839.719	104.98	-1.08115	456.175
0.0205517	0.000485762	215.737	854.706	-1.38124	966.884
0.00265517	0.000145558	494.583	398.588	-1.06011	281.197
0.102972	0.00208671	781.64	351.301	0.526341	826.79
0.00277239	0.000126522	333.212	364.884	0.684034	514.764
0.604041	0.0329292	444.816	209.914	0.224037	676.082
0.000994094	7.92932e-06	94.3035	217.852	0.144505	166.288
2.71277e-05	3.141e-06	428.328	756.182	0.983467	329.687
0.00177797	0.000113222	811.162	892.18	-0.635135	968.936
0.0323575	0.000901859	796.886	624.781	-1.4769	358.81
0.0109718	0.000939765	73.3684	67.1541	-0.553379	193.251
0.00305157	0.00012583	368.456	505.105	1.06468	991.402
0.199148	0.00421727	819.989	259.152	0.529418	557.076
0.000693838	4.19856e-05	419.066	414.757	-0.646453	240.592
3.24179	0.116156	582.609	202.317	-0.127865	840.385
0.699089	0.0146962	908.499	267.127	-1.53262	273.074
0.000225034	8.31848e-06	209.307	651.336	0.941296	310.673
8.6032	0.56267	326.117	69.7597	-1.54918	829.682
0.00405105	0.00010043	86.9138	339.916	-0.525395	331.404
0.000244288	5.61331e-05	795.021	705.464	-0.330323	172.488
0.0001333	3.96535e-05	914.615	322.885	0.575993	64.3105
0.0033188	0.000170082	687.642	786.017	-0.40603	977.594
25.1724	0.246275	938.335	142.162	-0.627443	830.226
0.000311221	1.90505e-05	359.289	610.173	1.38521	313.119
0.00382799	0.000177672	311.509	563.056	0.0649106	740.81
0.000472202	4.25204e-05	582.816	822.45	0.305872	528.015
3.02061	0.317225	212.366	141.605	0.417935	930.193
0.00010647	2.4355e-05	797.069	132.135	-1.54501	28.8599
0.000248654	1.71827e-05	405.021	652.211	0.913449	691.86
1.6874e-05	2.72997e-06	488.229	942.415	-1.24734	162.355
0.0396573	0.000844684	134.577	694.102	-0.0818095	403.834
0.150154	0.0168803	354.275	189.893	-0.195945	415.471
0.0345181	0.000857388	702.949	487.25	0.40416	958.332
0.0152987	0.00146657	359.7	190.52	-0.57329	226.784
0.0275786	0.000640013	282.125	930.593	0.0770228	950.599
0.000913671	7.6508e-06	112.729	251.848	-1.29436	533.192
132.535	0.662756	854.059	86.2429	-0.112576	878.875
0.0980977	0.000689718	78.6581	923.326	-0.375987	567.558
0.288581	0.00488999	667.428	292.248	-1.17553	854.425
0.0554791	0.00126744	432.141	519.563	-1.49504	563.882
0.00330204	7.08202e-06	56.8126	840.895	-1.09924	653.109
0.0144341	0.000284095	81.4153	426.348	-0.46596	468.148
0.00840425	0.000283852	406.941	418.03	-0.650866	876.321
0.0674955	0.00634359	619.878	283.613	-0.105872	381.436
0.0244012	0.000771506	319.856	497.832	0.0835554	930.535
0.000465562	3.32348e-05	471.158	735.075	-0.528787	907.009
0.0462691	0.00110209	77.3237	68.8506	-1.08704	458.042
0.000123182	1.6156e-05	538.413	797.773	-0.141496	178.919
12.6368	0.144769	688.668	115.408	0.157868	605.455
0.000407528	3.13491e-05	491.756	750.316	0.768237	902.03
3.80013e-07	3.2862e-08	218.346	426.359	1.21718	38.3229
0.0234694	0.000661553	659.972	305.787	1.00609	354.388
0.803749	0.0139084	753.619	278.385	1.50038	347.498
0.00197309	0.000148144	63.4604	740.091	-0.786179	309.959
0.0245076	0.000734793	758.941	573.649	-1.42843	404.331
1.00665	0.045834	421.423	144.803	-0.532833	500.776
0.00426434	0.000117426	210.211	754.319	-1.18651	880.764
0.000299199	2.94682e-05	554.635	863.799	0.530464	866.994
0.00011741	5.28848e-06	340.158	869.032	0.77835	556.738
1.28058	0.214321	224.819	873.365	-1.57034	568.437
0.162928	0.00457109	201.75	308.299	1.49553	977.753
0.00144449	4.46143e-05	98.3893	616.575	-0.994104	226.567
0.000104906	4.04163e-06	240.225	706.243	1.07279	229.654
0.212966	0.00467797	801.045	97.2655	0.389723	172.7
0.818626	0.0105275	801.584	601.913	-1.53151	746.63
0.189462	0.00712136	515.712	263.887	-0.327356	681.677
0.000130258	5.68841e-06	182.919	690.405	1.06769	144.412
0.00118475	7.77949e-05	613.77	785.957	-0.496588	840.159
0.000819971	2.61288e-05	144.255	539.389	0.926838	318.655
0.0464115	0.00144791	205.964	236.724	-1.07287	978.61
4.43076	0.0486813	892.967	204.66	-0.36237	999.973
2.97014e-09	3.5074e-10	251.926	729.574	0.851763	9.69804
0.0214256	0.000621478	381.487	468.491	-1.38401	783.847
0.00375086	0.000203239	682.378	588.93	1.21195	455.8
0.000367565	2.10379e-05	329.335	559.068	1.10059	725.906
0.000831491	4.6916e-05	395.025	509.21	1.37219	193.068
1.58556	0.0206723	98.5989	689.354	-0.0374178	732.073
0.00504576	0.000272841	876.078	631.901	-0.856737	646.937
0.00581205	0.00028938	786.561	608.588	1.11368	612.334
0.0539809	0.00130632	388.162	418.325	-1.43645	625.994
9.15595e-05	2.50517e-05	836.816	551.726	0.766722	103.116
8.72455e-05	7.11885e-06	190.656	369.918	0.241532	630.202
0.0150048	0.00285051	878.986	607.525	-0.10475	427.784
0.0347994	0.00111594	166.735	171.72	-0.614317	404.037
0.0343442	0.000989243	811.075	445.217	-0.993672	792.754
0.0475822	0.00142443	127.118	70.6487	0.82782	411.586
0.30226	0.00475918	629.237	269.256	1.26948	618.38
43.6389	0.645259	637.581	94.1618	-1.51006	946.903
0.249251	0.026566	595.888	403.897	0.0851624	763.624
8.74138e-05	2.88439e-05	723.815	528.082	0.825696	104.886
0.000224674	7.99013e-06	185.607	619.632	0.533375	230.255
0.0034184	0.00016933	741.352	740.103	-0.689958	974.261
0.000810926	2.64603e-05	235.32	837.572	0.357536	464.62
0.000244894	3.59204e-05	858.221	945.778	-0.654716	377.933
0.0101597	0.00237657	265.033	178.281	0.130751	196.489
0.0025151	9.59608e-05	222.443	341.905	1.23086	561.39
0.00277742	0.00018667	695.802	520.603	0.936653	419.483
0.136726	0.00248701	98.6843	761.412	-0.106058	561.412
0.0104062	0.000771976	431.043	149.229	-0.9275	136.883
0.000558	5.83704e-05	839.332	904.308	-0.969022	485.662
3.39351	0.028504	791.88	214.402	-1.31021	805.553
0.000161573	5.89122e-06	210.18	563.206	0.698484	375.17
0.000407533	4.39399e-05	691.487	792.414	-0.261056	264.69
0.00133108	4.06334e-05	184.319	704.839	1.27036	309.388
0.0236213	0.000795283	275.442	287.138	1.15234	702.811
0.00248514	7.41776e-05	98.5493	472.155	-0.613916	333.709
0.00168573	0.000105124	571.384	945.049	-0.0712347	509.843
0.112613	0.00929372	899.357	476.811	-0.137128	669.207
0.000215425	2.74611e-05	641.212	872.458	0.842076	539.758
0.000221474	1.97637e-05	485.664	728.896	1.05206	490.885
0.000532351	4.28299e-05	571.311	554.432	-0.952421	252.531
6.35805e-06	3.76875e-07	309.271	773.344	0.717783	102.101
0.0988389	0.00180461	110.481	885.488	0.121172	595.683
0.030066	0.000797755	407.643	367.256	-1.19021	843.312
0.587311	0.0136008	362.306	290.612	1.49758	598.872
0.000180016	2.8418e-05	717.422	925.11	-0.657421	433.614
1.22451e-05	2.20437e-05	847.568	544.238	-0.318924	59.719
0.0001106	7.04871e-06	323.134	486.632	-0.407598	234.13
0.020041	0.000429785	91.064	651.465	1.20234	567.525
0.13074	0.00404459	474.809	235.825	-0.522428	611.583
